,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
42613,249,18,168,1,25,0,0,1,0,742,1487.693303122791,163.66231842144893,360.0,1.0,0,1,33147,3,25.76,-80.24
42614,16,292,6,1,37,0,0,0,0,1869,1916.0741430951275,108.63872628677277,360.0,1.0,1,1,33189,3,25.66,-80.14
42615,196,180,6,1,45,0,2,1,0,4788,813.0241065300717,131.2911144780383,180.0,1.0,0,1,33147,3,25.83,-80.51
42616,94,29,139,1,38,1,0,0,0,1878,3406.8641648674175,94.95530608450366,360.0,1.0,0,1,33140,3,25.96,-80.4
42618,192,257,21,1,20,0,0,0,0,6618,2186.1753617703184,119.001541761367,84.0,1.0,0,1,33189,3,25.56,-80.14
42621,62,181,96,1,47,1,1,0,0,1484,1483.829881123542,141.94488638356975,360.0,1.0,0,1,33174,0,25.75,-80.15
42623,41,79,117,0,32,0,0,0,0,2179,3066.8018170368646,220.3884310685908,180.0,1.0,1,1,33131,3,25.78,-80.31
42627,235,306,114,1,23,1,0,0,0,1781,1238.9535882567716,138.39599164570203,360.0,1.0,1,1,33179,3,25.9,-80.3
42630,394,351,55,1,36,1,0,0,0,2049,1540.944322068773,132.4570134485752,360.0,1.0,1,1,33039,3,25.6,-80.32
42631,331,113,136,1,22,0,0,0,0,1341,2223.9009848411406,109.28694801335476,360.0,1.0,1,1,33030,0,25.78,-80.41
42634,4,42,114,1,25,0,0,0,0,1309,2082.1774116620163,276.8806898035721,360.0,1.0,2,1,33160,3,25.76,-80.35
42636,192,152,114,1,26,0,0,0,0,1508,3955.084812675117,128.28248976330042,360.0,1.0,2,1,33187,3,25.78,-80.16
42637,118,118,45,1,39,0,0,0,0,891,1946.4657023800216,150.00848739450865,360.0,1.0,2,1,33149,3,25.81,-80.35
42641,370,87,28,1,35,0,2,0,0,2813,3320.0024047361867,159.24345802317285,360.0,1.0,0,0,33031,3,25.73,-80.41
42646,214,218,160,1,39,0,1,1,1,3970,2984.9139595390657,124.81178592439075,360.0,1.0,0,1,33173,3,25.73,-80.34
42647,249,349,52,0,22,0,3,0,0,1558,1789.0325655606032,129.6384241735002,480.0,1.0,1,1,33158,3,25.65,-80.23
42648,284,174,80,1,34,0,0,0,0,1869,1702.7614757343567,116.12349560373599,360.0,1.0,1,1,33149,0,25.77,-80.18
42649,218,39,56,0,23,0,0,0,0,3404,1820.2734663722988,102.57319343509606,360.0,1.0,2,1,33139,3,25.91,-80.3
42650,316,235,96,1,29,1,0,0,0,5355,1990.9361011641822,113.14206923724237,60.0,0.0,1,1,33177,4,25.79,-80.2
42651,283,82,172,1,25,0,0,0,0,3273,1531.8072500073374,114.69505776013075,360.0,0.0,1,1,33162,1,25.65,-80.27
42654,362,27,65,1,46,0,0,0,0,4918,1796.9670905745688,134.7818620107428,360.0,1.0,2,0,33154,0,25.49,-80.2
42656,291,103,1,1,44,1,2,0,0,1528,708.4257395018913,223.68182619020024,84.0,1.0,1,1,33055,3,25.64,-80.45
42658,283,341,1,1,50,1,0,0,0,2159,2020.1662167648824,264.279264719406,360.0,1.0,1,0,33132,3,25.86,-80.31
42662,292,46,114,1,38,1,0,0,0,895,1017.6468464191213,156.03605887550464,360.0,1.0,2,1,33012,3,25.68,-80.3
42664,90,18,30,1,24,1,3,0,0,1875,2101.4835191291145,110.37282612828956,180.0,1.0,2,1,33013,1,25.48,-80.49
42669,121,357,135,1,20,0,0,0,0,4965,2029.522066500761,116.94780300637662,180.0,1.0,2,0,33141,0,25.65,-80.3
42673,351,213,122,1,27,1,2,1,0,2518,2065.1546370226,101.76314757041591,360.0,0.0,2,1,33030,5,25.77,-80.32
42674,351,42,114,1,48,1,0,0,0,1412,2134.192398148526,117.87566244534436,360.0,0.0,1,1,33101,3,25.86,-80.27
42677,280,336,114,1,31,0,0,0,1,2993,1552.9773708811235,140.99625208909458,360.0,1.0,1,1,33141,3,25.85,-80.23
42678,366,256,10,1,41,0,0,0,0,1345,1941.5129695528608,168.01739434545684,360.0,1.0,1,1,33139,3,25.78,-80.24
42681,380,266,1,1,23,0,0,0,0,2159,2207.4495543812227,136.3102415562191,360.0,1.0,1,0,33014,3,25.68,-80.3
42684,53,350,36,1,22,1,0,1,0,1192,1591.1292536017286,165.7508079410363,360.0,1.0,0,1,33156,3,25.92,-80.14
42698,268,259,126,1,23,0,0,1,1,1288,1818.6630108967447,154.5636603080106,360.0,1.0,1,1,33128,3,25.88,-80.2
42699,193,347,135,1,31,0,0,0,0,2826,3525.704289312505,200.80219391214902,360.0,1.0,2,0,33168,3,25.48,-80.19
42704,20,301,16,1,25,0,1,1,0,3932,1713.5958144171582,112.20934647761648,120.0,1.0,1,1,33165,3,25.71,-80.32
42710,255,170,65,1,38,1,1,0,0,2825,886.1006890171961,164.07980553953277,180.0,1.0,0,0,33162,2,25.86,-80.38
42711,365,208,54,1,47,1,0,0,0,1778,1606.0960243370503,137.81443976098745,360.0,1.0,2,1,33122,3,25.92,-80.19
42712,380,251,101,1,35,1,0,0,0,1121,2128.028049840474,150.78519480802078,360.0,1.0,1,0,33161,3,25.88,-80.24
42716,149,117,1,1,32,0,0,0,0,5117,2090.8265717780914,124.18126027050158,360.0,0.0,0,1,33122,3,25.7,-80.16
42717,109,77,1,1,29,1,0,0,0,1154,902.4781354832254,214.4172040580978,360.0,1.0,0,1,33173,3,25.46,-80.41
42718,284,38,10,0,28,0,0,1,0,2495,3200.209887688883,255.88813643693788,360.0,1.0,2,0,33169,3,25.7,-80.3
42719,214,8,1,1,32,1,0,0,0,3156,1253.3859915221453,125.44197024297425,360.0,1.0,1,0,33018,3,25.66,-80.4
42724,58,251,42,1,30,1,0,0,0,1115,2083.129766456433,126.00426154492033,360.0,1.0,1,1,33122,3,25.88,-80.5
42726,22,115,150,1,23,1,0,0,0,2035,1238.0825877521206,173.14285053990483,240.0,1.0,0,0,33135,3,25.82,-80.5
42727,203,325,152,1,38,1,0,0,0,3243,1781.9095117345496,104.53293060169824,360.0,1.0,0,1,33015,3,25.86,-80.35
42731,363,14,136,1,26,1,0,0,0,1526,2051.552667261171,128.5867903508671,360.0,1.0,2,1,33128,1,25.76,-80.16
42735,392,168,121,1,46,0,0,1,0,1791,867.1785114291725,194.14332441746274,360.0,1.0,0,0,33169,3,25.52,-80.4
42740,328,321,24,0,37,1,0,1,0,2638,1592.905919670232,106.12930069300597,480.0,1.0,1,1,33147,3,25.9,-80.38
42742,1,357,31,1,41,0,0,1,0,1757,1417.3154085708318,144.46995818854515,360.0,1.0,0,1,33129,3,25.88,-80.51
42743,55,280,168,1,24,1,0,0,0,4195,2183.37070848742,139.82998692530924,360.0,0.0,1,1,33127,3,25.61,-80.13
42744,238,213,96,1,22,0,2,0,0,2349,1928.1547972151307,320.092349829956,180.0,0.0,0,0,33054,3,25.77,-80.49
42745,270,9,101,1,22,1,2,0,1,5102,2455.077474833087,178.02739736431081,360.0,1.0,1,1,33150,3,25.56,-80.18
42746,338,78,135,1,28,0,0,0,0,930,1621.7943292102345,189.4199032166781,360.0,1.0,2,0,33158,3,25.68,-80.3
42751,137,184,156,1,35,0,0,0,0,2010,2345.3022116988204,187.0658601862934,360.0,1.0,1,1,33031,3,25.78,-80.36
42754,348,249,160,1,23,1,0,0,0,1436,1107.5206901058475,144.7882762610006,360.0,1.0,2,1,33138,3,25.88,-80.36
42759,175,161,139,0,37,0,3,0,0,1177,2515.843840662258,111.52306971179496,360.0,0.0,0,1,33180,1,25.89,-80.15
42760,342,140,1,1,39,0,0,0,0,1259,2486.1513520956305,108.73155880340656,360.0,1.0,2,1,33172,1,25.86,-80.32
42761,351,88,138,1,27,1,0,0,0,4750,2321.3250578858806,104.39670675733782,360.0,1.0,0,1,33149,3,25.82,-80.36
42762,177,164,26,1,43,0,0,1,1,1190,2046.2693121627672,132.5053226461217,360.0,1.0,1,1,33030,3,25.53,-80.2
42764,386,308,29,1,32,0,0,0,1,2836,3971.6128763827446,119.0564394886641,360.0,0.0,1,1,33129,3,25.96,-80.3
42769,278,356,155,1,35,0,0,1,0,1403,1024.0853582151826,354.848562504209,360.0,1.0,1,1,33189,3,25.7,-80.32
42772,106,135,88,1,39,0,0,0,0,3394,1812.5310699712409,140.1486606084497,360.0,1.0,0,1,33169,3,25.46,-80.3
42773,54,228,164,1,22,0,0,0,0,1713,1757.7604066277183,113.05978746271428,480.0,1.0,1,1,33134,3,25.96,-80.51
42774,163,132,19,1,23,0,0,0,0,3448,2267.4191988128878,197.5393289236519,360.0,1.0,1,1,33033,3,25.71,-80.2
42778,261,230,136,1,22,1,0,0,0,1643,1378.3109134368165,109.46353746768335,360.0,1.0,2,1,33054,3,25.83,-80.36
42779,123,82,5,1,27,1,1,1,0,2502,1447.8714652818662,111.4967763151383,480.0,1.0,0,1,33016,0,25.86,-80.24
42780,58,347,135,0,35,1,0,0,0,1371,1576.1485919358327,188.88635937365342,360.0,1.0,0,1,33170,3,25.66,-80.24
42782,273,250,150,1,24,0,0,0,1,1286,1354.155699052097,98.79990904592864,360.0,1.0,1,0,33132,3,25.76,-80.24
42786,107,226,135,1,20,0,0,0,0,1188,1770.89298908585,105.83519872603671,360.0,1.0,0,0,33186,3,25.67,-80.27
42788,292,208,51,1,22,1,2,1,0,1296,3692.174517859485,235.7954486749699,180.0,1.0,2,1,33189,0,25.5,-80.24
42790,372,289,135,0,49,1,0,0,0,2139,2105.4609351155914,117.72417740880203,360.0,1.0,1,1,33162,3,25.94,-80.24
42793,352,88,18,1,39,1,0,1,1,4769,1746.436733886923,242.30889377218637,360.0,1.0,2,1,33033,3,25.67,-80.18
42800,187,220,18,1,27,1,0,0,0,2858,952.977511703652,138.46546902217665,360.0,1.0,1,0,33173,3,25.89,-80.27
42803,229,357,23,1,24,1,0,0,0,1281,1946.1769753210272,150.1380813072641,360.0,0.0,0,1,33168,1,25.61,-80.41
42804,344,89,124,1,26,1,0,0,0,2997,1413.6051474863557,172.68005631440917,360.0,1.0,0,1,33138,5,25.67,-80.58
42808,309,301,114,1,45,0,0,0,0,3740,2497.4818432064667,116.69477323483078,360.0,0.0,0,1,33054,7,25.86,-80.41
42809,156,266,18,1,29,1,1,0,1,2583,1345.1372827922698,104.11944800303077,180.0,1.0,1,1,33101,0,25.95,-80.3
42811,137,103,128,1,30,0,0,1,0,1945,2168.1526912762533,220.04563574801534,360.0,1.0,0,1,33143,0,25.77,-80.31
42812,113,337,5,1,44,0,2,0,0,1788,3140.4528858405574,119.87061965868014,360.0,1.0,2,1,33169,3,25.5,-80.27
42813,236,88,11,1,20,0,0,0,1,1588,3418.073451270976,170.40227840316442,360.0,1.0,0,1,33145,0,25.94,-80.18
42816,192,145,101,1,43,1,1,0,1,1655,2072.850089140434,130.62459204693596,180.0,1.0,0,0,33039,3,25.56,-80.3
42817,377,300,114,1,44,0,0,1,0,1453,2424.0988175434504,98.42938467027376,360.0,1.0,2,1,33193,3,25.88,-80.3
42818,260,339,114,1,49,1,0,0,0,1892,1424.2610955668792,97.28964885050083,360.0,1.0,1,1,33015,3,25.46,-80.18
42819,291,6,1,1,26,0,0,0,0,3267,2966.054263171095,119.41676652038369,360.0,1.0,1,0,33178,3,25.82,-80.24
42821,100,337,51,1,36,1,0,0,0,1010,2093.467976798975,135.71416298556582,360.0,1.0,2,1,33176,3,25.7,-80.36
42824,323,324,69,1,23,0,2,0,0,824,2663.7295156243363,94.8239985654922,360.0,0.0,0,1,33137,2,25.85,-80.26
42827,403,258,114,1,28,0,0,1,0,1326,3217.0402688660542,151.08635779365116,360.0,1.0,2,0,33016,1,25.66,-80.29
42828,7,327,59,1,42,0,0,1,0,1035,2072.6906903552695,299.4961383166783,360.0,1.0,2,0,33182,3,25.93,-80.19
42830,94,305,64,1,33,0,0,1,0,1632,1674.9077970578865,191.23411739618993,360.0,1.0,2,1,33190,3,25.93,-80.33
42838,369,77,39,1,43,0,0,0,1,1316,2417.095945448433,134.9995686112037,360.0,0.0,1,1,33176,4,25.56,-80.24
42840,339,167,16,0,21,0,3,0,1,960,2778.7885924601346,108.51047478201338,360.0,1.0,2,1,33142,3,25.49,-80.14
42844,335,108,1,1,23,0,0,0,0,1026,2297.652824242685,142.14279912941623,360.0,1.0,1,0,33136,3,25.78,-80.15
42846,257,186,93,1,43,0,0,0,0,1468,1169.1421004688139,99.02801484887652,360.0,1.0,2,1,33032,3,25.7,-80.32
42847,220,159,18,1,26,1,2,0,0,2679,1679.5102515088613,146.52720080336508,300.0,1.0,2,0,33181,3,25.65,-80.49
42853,10,152,135,1,20,0,0,1,0,848,2167.5486911245034,171.0511625260359,360.0,1.0,0,1,33181,3,25.49,-80.36
42854,175,60,120,1,33,0,1,0,0,5583,885.0037408502833,95.1748273195513,300.0,1.0,1,1,33109,3,25.83,-80.41
42857,201,15,114,1,20,1,0,0,0,909,1258.1272242443993,97.66561544681349,360.0,1.0,0,1,33032,0,25.78,-80.13
42868,113,104,114,1,28,1,0,1,0,872,2099.762554983623,108.15398043541848,360.0,1.0,0,1,33134,2,25.73,-80.5
42876,170,27,17,1,39,1,2,1,0,897,1285.2270495339505,93.5482748878591,360.0,1.0,2,0,33183,3,25.93,-80.47
42880,316,247,60,0,25,0,0,0,1,1986,978.4739287845194,122.13157559359112,360.0,1.0,0,1,33166,3,25.77,-80.41
42881,155,329,114,1,27,1,0,0,0,2611,1340.0728284951497,108.75685013666202,360.0,1.0,0,1,33133,3,25.61,-80.27
42882,82,357,1,1,27,0,0,1,0,1237,1961.6747262807444,197.3237789380066,360.0,1.0,2,1,33014,0,25.75,-80.34
42884,312,213,114,1,21,1,2,0,0,1334,1000.7093210696767,101.83814129126065,360.0,0.0,1,1,33178,3,25.61,-80.16
42885,155,16,122,1,23,1,0,0,0,4276,1989.8749061744209,150.2758966991572,360.0,1.0,0,0,33128,3,25.66,-80.32
42895,229,109,138,1,22,0,0,0,0,2724,2165.699925902616,138.49901666486954,360.0,1.0,1,1,33101,3,25.78,-80.28
42896,3,11,64,1,20,0,0,0,0,1364,2150.4103463922497,141.36886218781243,180.0,0.0,2,1,33139,3,25.73,-80.47
42897,333,28,114,1,48,0,2,0,0,2231,1052.9207922494243,170.53682662530298,360.0,0.0,0,0,33018,3,25.57,-80.23
42898,140,208,53,1,21,1,1,0,0,1331,3060.030196663279,133.80625873035692,60.0,1.0,0,1,33133,3,25.64,-80.4
42900,341,256,33,1,26,1,3,0,1,1675,2994.4364837391927,109.30671389871873,360.0,1.0,0,1,33166,3,25.68,-80.38
42901,298,69,135,1,22,0,0,0,0,1751,1746.7771823180797,99.46453044198621,360.0,0.0,1,1,33129,3,25.9,-80.21
42904,126,127,1,1,42,0,0,0,0,5394,2254.917295310169,174.95950104473968,360.0,1.0,1,1,33149,3,25.93,-80.38
42907,90,107,45,0,23,1,0,1,0,2514,1933.256672547846,132.81278116357944,360.0,0.0,1,1,33172,3,25.92,-80.15
42909,66,103,65,1,23,1,3,0,0,2404,1100.9752506221928,140.69234459230194,360.0,1.0,0,1,33135,1,25.81,-80.5
42910,151,252,43,1,29,1,0,0,0,1085,3614.5953587642325,125.74609277519036,360.0,0.0,1,1,33169,3,25.78,-80.16
42912,199,84,135,1,36,0,0,0,0,2333,2378.9052648672086,106.41985237130287,360.0,1.0,0,1,33144,3,25.76,-80.28
42913,325,112,96,1,21,1,0,0,0,3785,2285.204249498638,137.30654709151466,360.0,1.0,1,1,33149,1,25.71,-80.21
42914,370,57,137,1,47,1,2,1,0,1719,2985.152031240147,100.4554961267284,180.0,0.0,2,0,33137,7,25.85,-80.45
42915,407,245,139,1,37,1,2,0,0,6546,1773.0519008211122,136.00729307570677,360.0,1.0,1,1,33146,3,25.48,-80.14
42917,179,242,80,1,45,0,1,0,0,4900,3734.6645372928506,116.18991362759166,360.0,1.0,0,1,33034,3,25.49,-80.18
42919,326,348,65,1,27,0,0,0,0,846,2441.1960329841404,136.10227349105054,36.0,1.0,2,1,33034,0,25.91,-80.21
42921,114,112,140,1,26,0,0,1,0,3511,2972.4182501463383,131.0290385616298,360.0,1.0,0,0,33176,3,25.85,-80.28
42922,202,69,114,1,23,0,0,1,0,4811,1648.8136506547528,313.4153926150869,360.0,1.0,1,1,33143,3,25.79,-80.24
42924,344,273,45,1,36,1,2,0,0,3416,1970.6863789214458,130.41565053760633,360.0,1.0,1,1,33170,3,25.92,-80.46
42926,288,195,5,1,48,1,0,0,0,997,2686.3815849301072,153.39689247534068,360.0,1.0,0,1,33054,3,25.77,-80.18
42928,288,248,126,1,20,0,1,0,0,1419,782.4808889309121,136.21992382719728,360.0,1.0,0,1,33185,3,25.85,-80.14
42933,215,3,135,1,28,0,0,0,1,2425,2688.719999023111,134.25458386849778,300.0,1.0,0,1,33196,3,25.88,-80.36
42934,147,308,61,1,25,0,2,1,0,970,2031.5056355862791,104.78076338420956,300.0,0.0,0,0,33013,3,25.78,-80.21
42936,30,174,105,1,44,0,0,0,1,1879,2238.4739055855275,203.02078491360257,360.0,1.0,1,1,33128,3,25.94,-80.51
42937,410,26,146,1,22,1,2,0,1,1045,2133.759411212912,96.30656292478369,360.0,0.0,0,1,33136,7,25.93,-80.21
42939,263,127,146,1,24,0,0,0,0,3252,1442.3148551231798,106.47552031588982,360.0,1.0,0,1,33015,3,25.77,-80.13
42941,406,224,10,1,36,1,0,0,0,1917,1824.0689953914498,221.99906340393122,360.0,1.0,0,1,33190,3,25.7,-80.34
42944,29,318,167,0,34,1,1,0,0,2020,1538.5759450012404,99.689425419884,180.0,1.0,1,1,33158,3,25.7,-80.24
42945,145,183,163,1,25,0,1,0,0,2397,3610.0319783919367,149.57078767827258,360.0,1.0,1,1,33039,3,25.81,-80.14
42946,368,205,139,0,38,0,1,0,0,4605,2843.4875990813116,104.49818906405207,360.0,1.0,1,0,33156,3,25.75,-80.24
42948,338,196,135,1,23,1,0,0,0,2312,1557.8165199614846,101.53396864159963,300.0,1.0,1,1,33129,3,25.78,-80.21
42953,52,181,126,1,20,1,1,0,0,1871,3518.369586120974,228.83854332547682,300.0,0.0,0,1,33149,7,25.48,-80.18
42955,250,309,28,1,25,1,0,0,0,1304,1892.6094283204611,188.02894104591383,360.0,1.0,1,0,33031,3,25.73,-80.21
42957,58,95,152,1,21,0,1,0,0,1483,2614.5451582193336,287.254218837074,360.0,0.0,1,1,33168,0,25.92,-80.3
42958,121,301,15,1,52,0,3,0,0,1271,955.6051691849337,118.7535942018087,360.0,1.0,1,1,33161,0,25.78,-80.28
42963,220,9,114,1,27,1,0,0,0,3555,1564.0673960105335,211.607661270392,360.0,1.0,0,1,33014,3,25.93,-80.3
42964,318,163,144,1,21,1,0,0,0,2299,1157.8759896887714,110.86667349361998,360.0,1.0,0,1,33158,0,25.49,-80.14
42967,187,234,1,1,52,0,0,0,0,1478,1475.106423267291,122.8323940686267,360.0,1.0,2,1,33170,3,25.56,-80.21
42968,76,332,30,1,24,0,0,0,0,3349,1054.1940687864833,159.6091465268085,360.0,0.0,1,1,33187,3,25.89,-80.46
42969,192,358,65,1,26,0,0,0,1,4526,1451.0386379902154,117.27120913569566,180.0,1.0,1,0,33166,3,25.85,-80.27
42972,164,91,11,1,23,1,0,1,0,1167,3786.019044502478,151.93553364268368,300.0,1.0,1,1,33185,7,25.88,-80.23
42974,267,115,59,1,21,0,0,1,1,3791,2831.1201960792014,110.4779958878112,360.0,1.0,0,1,33160,3,25.76,-80.3
42975,307,195,114,1,54,1,0,0,0,1502,2209.3775711080907,121.01242713168705,360.0,0.0,1,0,33125,3,25.78,-80.31
42977,292,257,30,1,51,0,1,0,1,3221,2026.776360839499,98.43165222583515,480.0,1.0,0,0,33158,3,25.85,-80.38
42979,180,195,25,0,33,0,0,0,0,1376,2080.758820659259,137.9442997732712,180.0,0.0,1,0,33127,1,25.46,-80.39
42990,216,62,84,1,21,0,2,0,0,2162,2251.6131550546006,114.87805633209865,360.0,1.0,0,0,33135,3,25.93,-80.34
42991,389,257,80,1,22,0,2,0,0,1338,2929.687805008847,138.16349517364287,360.0,0.0,0,1,33174,0,25.75,-80.36
42999,328,184,10,1,48,1,0,0,0,4682,1459.3945076278146,148.17023903814862,180.0,1.0,0,1,33194,7,25.93,-80.28
43004,111,154,135,1,26,0,0,0,0,1139,3213.00434387238,173.05689175582455,360.0,1.0,1,1,33126,3,25.79,-80.24
43005,205,80,108,0,31,0,3,0,1,3991,2675.6824392127783,175.79260340329222,360.0,1.0,0,1,33149,0,25.48,-80.13
43006,392,82,1,1,41,1,0,0,0,1647,2024.9301206982725,157.56346382923607,360.0,1.0,0,1,33158,3,25.78,-80.24
43009,56,125,1,1,34,0,0,0,0,1187,3144.434774358981,163.4574145420502,360.0,1.0,1,1,33014,3,25.48,-80.41
43010,289,14,111,1,29,1,1,1,0,2864,1571.2844000877126,177.35919446653162,360.0,0.0,1,1,33141,7,25.92,-80.31
43012,375,68,135,1,43,0,0,0,0,912,925.5434788429345,253.24159816582346,360.0,1.0,2,1,33056,1,25.82,-80.27
43013,93,69,11,1,45,0,0,0,0,2621,2544.564112611253,134.781213012761,360.0,1.0,2,1,33173,3,25.83,-80.45
43017,70,164,38,1,45,0,0,0,0,1197,2457.8779758298933,126.00245802811887,360.0,1.0,0,1,33150,3,25.93,-80.2
43021,255,221,86,1,44,0,0,0,0,1193,2582.366207719155,137.4594761384476,360.0,1.0,1,1,33141,3,25.78,-80.18
43024,118,28,166,1,45,1,0,0,0,2830,987.758181278192,152.90199671667682,360.0,1.0,0,1,33182,3,25.73,-80.33
43029,319,129,114,1,34,0,0,0,0,1405,2709.347086333379,114.63948220651173,360.0,1.0,1,1,33168,3,25.93,-80.16
43030,83,88,86,1,38,0,0,0,1,3410,2060.709376501972,105.6707789089484,360.0,1.0,0,0,33035,3,25.68,-80.41
43033,174,82,127,1,20,0,0,0,0,1495,3479.6011132523236,158.6822008540693,360.0,1.0,2,1,33150,3,25.68,-80.2
43034,385,164,114,1,20,0,0,1,0,1941,1809.6237151630457,137.31786054065012,360.0,1.0,0,1,33165,3,25.57,-80.41
43035,86,241,135,1,20,0,0,0,0,1054,880.425267027272,136.94864243451332,360.0,0.0,1,1,33134,3,25.88,-80.33
43036,259,44,68,1,26,0,1,0,0,1057,1496.319233183166,176.4397739332888,360.0,1.0,1,1,33157,3,25.48,-80.16
43041,281,355,117,1,41,0,0,0,0,2142,2628.964168197458,129.61690191197346,360.0,1.0,2,0,33184,3,25.76,-80.41
43043,203,156,46,1,48,0,0,0,0,2924,2171.880672348886,120.26387293639516,360.0,1.0,2,1,33139,3,25.73,-80.39
43044,8,14,46,0,44,1,3,0,0,1363,1325.8163876804963,188.35818724067386,360.0,1.0,1,1,33158,5,25.73,-80.36
43046,53,59,11,1,47,0,2,0,0,4235,2298.297141748524,96.81593709645617,360.0,1.0,0,1,33016,3,25.67,-80.4
43047,234,11,126,1,22,0,0,0,0,1128,2530.024837632405,130.48088171537208,360.0,1.0,2,1,33165,3,25.88,-80.14
43048,266,289,85,0,21,1,3,0,0,3429,2241.0338157352176,242.9045669952062,360.0,1.0,1,0,33145,3,25.73,-80.49
43050,84,172,67,1,24,1,0,0,0,4382,1695.9616337737198,157.98887311770582,360.0,1.0,0,1,33145,1,25.67,-80.41
43054,80,54,70,1,30,0,1,0,0,2606,2721.0243597830495,95.55226734343992,360.0,0.0,1,0,33131,6,25.81,-80.3
43061,20,281,42,0,49,0,2,0,1,1333,1867.2231313472028,153.405988435727,480.0,1.0,0,1,33138,6,25.77,-80.36
43063,166,306,1,1,23,1,0,0,0,2301,2463.1293874746293,122.8385908606066,360.0,1.0,1,0,33176,3,25.86,-80.45
43068,31,266,11,0,43,1,3,0,0,997,1819.4071941140928,276.14411195198767,360.0,0.0,2,0,33177,3,25.68,-80.35
43069,225,220,106,1,27,0,1,0,0,2037,3736.2128894072075,204.504186050879,480.0,1.0,0,1,33031,3,25.81,-80.15
43072,363,225,114,1,32,1,2,0,0,1530,2324.928103759886,98.37347823129197,360.0,1.0,2,1,33177,3,25.73,-80.18
43074,129,186,26,1,30,1,0,0,1,4782,1354.7971095892099,103.36341971650606,180.0,0.0,2,1,33031,4,25.52,-80.35
43076,302,252,1,1,42,1,0,1,0,2241,390.4880868585176,136.355131937757,360.0,1.0,2,0,33173,3,25.7,-80.14
43078,309,118,147,1,23,0,3,0,1,2686,1804.3717538128408,133.20894533441825,360.0,0.0,0,0,33150,3,25.95,-80.29
43079,138,304,128,1,24,0,0,0,1,2966,1963.9388403546081,104.86487538178446,360.0,1.0,2,1,33187,3,25.78,-80.47
43081,310,257,128,1,27,0,0,0,0,2520,3957.9703443161807,204.27826335919943,360.0,0.0,0,1,33136,0,25.56,-80.21
43083,405,183,106,1,54,1,0,1,0,1423,1193.8960574921866,176.03777878142373,360.0,0.0,0,1,33140,3,25.78,-80.45
43084,396,123,126,1,54,1,0,0,0,2317,2436.2573959272104,184.5847083247976,360.0,1.0,2,0,33039,3,25.81,-80.16
43087,320,270,73,1,44,0,0,0,0,1833,1252.7234912349784,175.68977696808503,360.0,1.0,0,1,33014,3,25.73,-80.24
43088,120,243,164,1,26,0,0,0,1,1501,1795.3006563150786,116.89718754508047,360.0,1.0,1,1,33137,3,25.72,-80.5
43089,329,252,106,1,44,0,0,0,0,2410,2571.8324217040276,109.583934651537,300.0,1.0,2,1,33158,1,25.52,-80.14
43090,49,57,160,1,24,0,1,0,0,3600,2051.741044890827,152.19547355582878,360.0,1.0,1,0,33157,3,25.79,-80.14
43093,46,96,135,1,32,0,0,0,0,1900,2107.242769232771,105.24479899883501,360.0,1.0,2,1,33030,0,25.85,-80.45
43096,277,162,28,1,51,1,0,0,0,2965,2996.0113117754227,135.78159232770292,360.0,1.0,0,1,33156,3,25.91,-80.28
43097,387,87,138,1,22,0,0,0,0,931,4084.0471502080804,154.25802295951044,360.0,1.0,0,1,33184,3,25.53,-80.36
43099,335,219,48,0,24,0,3,0,0,4627,2779.848139153435,110.60205533205931,360.0,1.0,0,1,33030,3,25.91,-80.34
43101,318,294,96,1,34,0,0,0,0,1579,1158.0342377988154,167.81784754029263,360.0,1.0,1,1,33010,3,25.56,-80.36
43102,43,242,114,1,36,1,1,1,1,3041,1709.9338239718406,160.3396265331758,360.0,1.0,0,1,33166,3,25.71,-80.27
43103,341,104,65,1,27,0,0,0,0,4025,2360.994551426992,133.26535160590612,180.0,1.0,0,1,33035,3,25.77,-80.29
43106,359,157,18,1,31,1,0,0,0,2022,2381.9670902401494,134.33905374871398,360.0,0.0,1,1,33143,3,25.75,-80.18
43107,131,99,114,1,27,1,3,1,0,1458,890.2796468413256,134.81783247481536,360.0,0.0,1,1,33183,0,25.71,-80.14
43108,36,123,114,1,22,0,0,0,0,2941,2245.6757389196655,148.17670196454262,360.0,1.0,1,1,33131,3,25.94,-80.29
43109,326,64,106,0,33,1,2,0,0,4897,2017.6186826091223,123.12428674555433,360.0,1.0,0,0,33142,3,25.78,-80.3
43112,400,150,58,1,22,0,0,0,0,1758,1923.5830425118916,101.31108810616432,360.0,1.0,0,1,33185,3,25.56,-80.41
43119,6,196,25,1,24,0,0,0,0,1158,2239.1427313574886,140.41129009153613,360.0,1.0,0,0,33190,3,25.7,-80.13
43120,370,256,1,1,48,1,0,1,0,1026,2307.83448220694,155.18069380014703,360.0,1.0,1,1,33180,3,25.95,-80.21
43122,279,6,114,1,24,1,0,0,0,6437,2538.670691462705,192.71026224160937,360.0,1.0,2,1,33137,3,25.6,-80.27
43123,253,93,1,1,22,1,1,0,1,5519,969.971832563797,114.77179359182641,360.0,1.0,1,1,33193,3,25.56,-80.16
